1,,3,4,5,6,7,8,9,10,11,12,13,14,,,,,,,,,,,,,
吉林,白山市广播电视台,1、新闻综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
吉林,白城市广播电视台,1、新闻综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
吉林,吉林市广播电视台,1、新闻综合频道,,2、科教频道,3、公共频道,,,,,,,,,,,,,,,,,,,,,
吉林,延边朝鲜族自治州广播电视台,1、朝鲜语综合频道,,2、汉语综合频道,,,,,,,,,,,,,,,,,,,,,,
吉林,松原市广播电视台,1、新闻综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
江苏,江苏广播电视台,1、综合频道（高标清同播）,,2、城市频道（高标清同播）,3、综艺频道（高标清同播）,4、影视频道（高标清同播）,5、好享购物频道（高标清同播）,6、体育休闲频道（高标清同播）,7、公共·新闻频道（高标清同播）,8、优漫卡通频道（高标清同播）,9、教育频道（高标清同播）,仅限境外落地的频道：,1、国际频道,,,,,,,,,,,,,
江苏,南京市广播电视台,1、新闻综合频道（高标清同播）,,2、影视频道（高标清同播）,3、生活频道,4、娱乐频道（高标清同播）,5、信息频道（高标清同播）,6、教育科技频道（高标清同播）,7、少儿频道（高标清同播）,8、十八频道,,,,,,,,,,,,,,,,
江苏,苏州市广播电视台,1、新闻综合频道（高标清同播）,,2、文化生活频道（高标清同播）,3、社会经济频道（高标清同播）,4、电影娱乐信息频道（高标清同播）,5、生活资讯频道（高标清同播）,6、移动电视频道,,,,,,,,,,,,,,,,,,
江苏,宿迁市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
江苏,无锡市广播电视台,1、新闻综合频道（高标清同播）,,2、娱乐频道（高标清同播）,3、都市资讯频道（高标清同播）,4、经济频道（高标清同播）,5、生活频道（高标清同播）,6、影视频道（高标清同播）,7、移动电视频道,,,,,,,,,,,,,,,,,
江苏,连云港市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
江苏,常州市广播电视台,1、新闻综合频道（高标清同播）,,2、生活频道（高标清同播）,3、都市频道（高标清同播）,4、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,
江苏,南通市广播电视台,1、新闻综合频道（高标清同播）,,2、教育频道（高标清同播）,3、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
江苏,淮安市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,3、影视娱乐频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
江苏,镇江市广播电视台,1、新闻综合频道（高标清同播）,,2、教育频道,3、公共频道,,,,,,,,,,,,,,,,,,,,,
江苏,徐州市广播电视台,1、新闻综合频道（高标清同播）,,2、经济生活频道（高标清同播）,3、文艺影视频道（高标清同播）,4、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,
江苏,扬州市广播电视台,1、新闻综合频道（高标清同播）,,2、教育频道（高标清同播）,3、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
江苏,盐城市广播电视台,1、新闻综合频道（高标清同播）,,2、教育频道,3、公共频道,,,,,,,,,,,,,,,,,,,,,
江苏,泰州市广播电视台,1、新闻综合频道（高标清同播）,,2、教育频道（高标清同播）,3、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
江西,江西广播电视台,1、综合频道（高标清同播）,,2、都市频道,3、经济生活频道（高标清同播）,4、影视·旅游频道,5、公共·农业频道,6、少儿频道（高标清同播）,7、新闻频道（高标清同播）,8、移动电视频道,,,,,,,,,,,,,,,,
江西,新余市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道,3、教育频道,,,,,,,,,,,,,,,,,,,,,
江西,九江市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,3、教育频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
江西,萍乡市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道,3、教育频道,,,,,,,,,,,,,,,,,,,,,
江西,赣州市广播电视台,电视节目,,1、新闻综合频道（高标清同播）,2、公共频道（高标清同播）,3、教育频道（高标清同播）,,,,,,,,,,,,,,,,,,,,
江西,南昌市广播电视台,1、新闻综合频道（高标清同播）,,2、都市频道（高标清同播）,3、资讯频道（高标清同播）,4、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,
江西,鹰潭市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
江西,吉安市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
江西,景德镇市广播电视台,1、新闻综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
江西,宜春市广播电视台,1、综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
江西,上饶市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
江西,抚州市广播电视台,1、综合频道（高标清同播）,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
辽宁,大连开发区广播电视台,1、综合频道,,,,,,,,,,,,,,,,,,,,,,,,
辽宁,铁岭市广播电视台,1、新闻综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
辽宁,辽宁广播电视台,1、综合频道（高标清同播）,,2、都市频道,3、公共频道（辽沈合作）（高标清同播）,4、教育·青少频道（辽沈合作）,5、经济频道（辽沈合作）（高标清同播）,6、生活频道（辽沈合作）,7、影视剧频道（辽沈合作）,8、体育频道（辽沈合作）,9、北方频道（辽沈合作）,10、宜佳购物频道（辽沈合作）,11、移动电视频道,,,,,,,,,,,,,
辽宁,沈阳市广播电视台,1、新闻综合频道(高标清同播),,,,,,,,,,,,,,,,,,,,,,,,
辽宁,大连市广播电视台,1、新闻综合频道（高标清同播）,,2、生活频道,3、公共频道,4、文体频道,5、综合影视频道,6、财经频道,7、乐天购物频道（高标清同播）,8、少儿频道,,,,,,,,,,,,,,,,
辽宁,盘锦市广播电视台,1、新闻综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
辽宁,朝阳市广播电视台,1、新闻综合频道,,2、公共频道,3、教育频道,,,,,,,,,,,,,,,,,,,,,
辽宁,阜新市广播电视台,1、综合频道,,2、公共频道,3、教育频道,,,,,,,,,,,,,,,,,,,,,
辽宁,辽阳市广播电视台,1、新闻综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
辽宁,葫芦岛市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
辽宁,营口市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
辽宁,锦州市广播电视台,1、新闻综合频道,,2、教育频道,3、公共频道,,,,,,,,,,,,,,,,,,,,,
辽宁,本溪市广播电视台,1、综合频道,,2、公共频道,3、科教频道,,,,,,,,,,,,,,,,,,,,,
辽宁,抚顺市广播电视台,1、综合频道,,2、公共频道,3、教育频道,,,,,,,,,,,,,,,,,,,,,
辽宁,丹东市广播电视台,1、新闻综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
辽宁,鞍山市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
内蒙古,内蒙古广播电视台,1、新闻综合频道（蒙语）（高标清同播）,,2、综合频道（汉语）（高标清同播）,3、文体娱乐频道（高标清同播）,4、经济生活频道（高标清同播）,5、新闻综合频道（高标清同播）,6、农牧频道（高标清同播）,7、少儿频道（高标清同播）,8、蒙语文化频道（高标清同播）,,,,,,,,,,,,,,,,
内蒙古,兴安盟广播电视台,1、新闻综合频道（高标清同播）,,2、影视娱乐频道,3、文化旅游频道,,,,,,,,,,,,,,,,,,,,,
内蒙古,呼和浩特市广播电视台,1、新闻综合频道（高标清同播）,,2、都市生活频道（高标清同播）,3、影视娱乐频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
内蒙古,呼伦贝尔市广播电视台,1、新闻综合频道（高标清同播）,,2、文化旅游频道（高标清同播）,3、生活资讯频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
内蒙古,乌兰察布市广播电视台,1、新闻综合频道（高标清同播）,,2、经济生活频道（高标清同播）,3、生活频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
内蒙古,阿拉善盟广播电视台,1、新闻综合频道,,2、经济生活频道,,,,,,,,,,,,,,,,,,,,,,
内蒙古,包头市广播电视台,1、新闻综合频道(蒙、汉语共用）（高标清同播）,,2、生活服务频道（高标清同播）,3、经济频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
内蒙古,锡林郭勒盟广播电视台,1、新闻综合频道,,2、影视娱乐频道,,,,,,,,,,,,,,,,,,,,,,
内蒙古,鄂尔多斯市广播电视台,1、新闻综合频道（高标清同播）,,2、经济服务频道（高标清同播）,3、城市生活频道（高标清同播）,4、蒙语新闻综合频道（高标清同播）,,,,,,,,,,,,,,,,,,,,
内蒙古,通辽市广播电视台,1、新闻综合频道（高标清同播）,,2、城市服务频道,3、蒙语综合频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
内蒙古,巴彦淖尔市广播电视台,1、新闻综合频道（汉语、蒙语）（高标清同播）,,2、经济生活频道（高标清同播）,3、影视娱乐频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
内蒙古,乌海市广播电视台,1、新闻综合频道（高标清同播）,,2、都市生活频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
内蒙古,赤峰市广播电视台,1、新闻综合频道（高标清同播）,,2、经济服务频道（高标清同播）,3、影视娱乐频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
宁夏,银川市广播电视台,1、公共频道（高标清同播）,,2、生活频道,3、文体频道,,,,,,,,,,,,,,,,,,,,,
宁夏,宁夏广播电视台,1、综合频道(高标清同播),,2、经济频道（高标清同播）,3、影视频道（高标清同播）,4、公共频道（高标清同播）,5、少儿频道（高标清同播）,,,,,,,,,,,,,,,,,,,
宁夏,石嘴山市广播电视台,1、综合频道(高标清同播),,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
宁夏,吴忠市广播电视台,1、综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
宁夏,中卫市广播电视台,1、综合频道,,,,,,,,,,,,,,,,,,,,,,,,
宁夏,固原市广播电视台,1、公共频道,,,,,,,,,,,,,,,,,,,,,,,,
青海,青海广播电视台,1、新闻综合频道（高标清同播）,,2、经济生活频道（高标清同播）,3、安多藏语综合频道（高标清同播）,4、都市频道（高标清同播）,,,,,,,,,,,,,,,,,,,,
青海,西宁市广播电视台,1、新闻综合频道（高标清同播）,,2、生活服务频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
青海,海南藏族自治州广播电视台,1、新闻综合频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,,,
青海,海西蒙古族藏族自治州广播电视台,1、新闻综合频道,,,,,,,,,,,,,,,,,,,,,,,,
青海,黄南藏族自治州广播电视台,1、综合频道,,,,,,,,,,,,,,,,,,,,,,,,
青海,果洛藏族自治州广播电视台,1、综合频道,,,,,,,,,,,,,,,,,,,,,,,,
青海,海北藏族自治州广播电视台,1、新闻综合频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,,,
青海,海东地区广播电视台,1、综合频道,,,,,,,,,,,,,,,,,,,,,,,,
青海,玉树藏族自治州广播电视台,1、康巴藏语综合频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,,,
上海,上海广播电视台,电视频道：,,1、新闻综合频道（高标清同播）,2、东方影视频道（高标清同播）,3、第一财经（高标清同播）,4、五星体育频道（高标清同播）,5、纪实人文频道（高标清同播）,6、都市频道（高标清同播）,7、外语频道（高标清同播）,8、东方购物频道（高标清同播）,9、哈哈炫动频道（高标清同播）,10、东方卫视（高标清同播）,11、移动电视频道,仅限境外落地的频道：,1、东方卫视国际频道,,,,,,,,,,
山东,聊城市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
山东,滨州市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
山东,山东广播电视台,1、综合频道（高标清同播）,,2、齐鲁频道（高标清同播）,3、文旅频道（高标清同播）,4、综艺频道（高标清同播）,5、生活频道（高标清同播）,6、体育频道（高标清同播）,7、农村科普频道（高标清同播）,8、新闻频道（高标清同播）,9、少儿频道（高标清同播）,,,,,,,,,,,,,,,
山东,济南市广播电视台,1、新闻综合频道（高标清同播）,,2、都市频道（高标清同播）,3、影视频道（高标清同播）,4、娱乐频道,5、生活频道（高标清同播）,6、商务频道,7、少儿频道,8、移动电视频道,9、鲁中频道（高标清同播）,10、科教频道,,,,,,,,,,,,,,
山东,青岛市广播电视台,1、新闻综合频道（高标清同播）,,2、经济生活频道（高标清同播）,3、影视频道（高标清同播）,4、文化娱乐频道（高标清同播）,5、体育休闲频道（高标清同播）,6、教育频道（高标清同播）,7、移动电视频道,,,,,,,,,,,,,,,,,
山东,淄博市广播电视台,1、新闻频道（高标清同播）,,2、都市频道（高标清同播）,3、生活频道（高标清同播）,4、公共频道（高标清同播）,5、科教频道（高标清同播）,,,,,,,,,,,,,,,,,,,
山东,枣庄市广播电视台,1、新闻综合频道（高标清同播）,,2、教育频道（高标清同播）,3、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
山东,德州市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
山东,潍坊市广播电视台,电视频道：,,1、新闻综合频道（高标清同播）,2、农业频道（高标清同播）,3、公共频道（高标清同播）,4、科教频道（高标清同播）,,,,,,,,,,,,,,,,,,,
山东,东营市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,3、科教频道,,,,,,,,,,,,,,,,,,,,,
山东,日照市广播电视台,1、新闻综合频道（高标清同播）,,2、科教频道（高标清同播）,3、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
山东,临沂市广播电视台,1、综合频道（高标清同播）,,2、农村科普频道（高标清同播）,3、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
山东,菏泽市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
山东,烟台市广播电视台,1、新闻综合频道（高标清同播）,,2、经济科技频道（高标清同播）,3、影视频道（高标清同播）,4、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,
山东,威海市广播电视台,1、新闻综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
山东,泰安市广播电视台,1、综合频道（高标清同播）,,2、公共频道,3、教科频道,,,,,,,,,,,,,,,,,,,,,
山东,济宁市广播电视台,1、综合频道（高标清同播）,,2、教育频道（高标清同播）,3、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
山西,山西广播电视台,1、新闻综合频道（高标清同播）,,2、山西黄河电视台（高标清同播）,3、经济与科技频道（高标清同播）,4、影视频道（高标清同播）,5、社会与法治频道（高标清同播）,6、公共频道（高标清同播）,仅限境外落地的频道：,1、教育文化频道,,,,,,,,,,,,,,,,
山西,太原市广播电视台,1、新闻综合频道（高标清同播）,,2、经济生活频道,3、社教法制频道（高标清同播）,4、影视频道,5、文体频道,,,,,,,,,,,,,,,,,,,
山西,阳泉市广播电视台,1、新闻综合频道（高标清同播）,,2、科教频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
山西,大同市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,3、煤都生活频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
山西,朔州市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
山西,晋城市广播电视台,电视频道：,,1、新闻综合频道（高标清同播）,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
山西,长治市广播电视台,1、新闻综合频道（高标清同播）,,2、公共·少儿频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
山西,吕梁市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
山西,晋中市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
山西,忻州市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
山西,临汾市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,3、科教频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
山西,运城市广播电视台,1、综合频道,,2、公共频道,3、科教频道,,,,,,,,,,,,,,,,,,,,,
陕西,陕西广播电视台,1、综合频道（高标清同播）,,2、新闻资讯频道（高标清同播）,3、都市青春频道（高标清同播）,4、生活频道,5、影视频道,6、公共频道,7、体育休闲频道,8、西部电影频道,9、农林科技频道,10、乐家电视购物频道,11、移动电视频道,,,,,,,,,,,,,
陕西,宝鸡市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
陕西,渭南市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
陕西,西安市广播电视台,1、新闻综合频道,,2、都市频道,3、商务资讯频道,4、影视频道,5、文化旅游频道,6、乐购购物频道,7、移动电视频道,,,,,,,,,,,,,,,,,
陕西,汉中市广播电视台,1、综合频道,,2、公共频道,3、教育频道,,,,,,,,,,,,,,,,,,,,,
陕西,铜川市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
陕西,榆林市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
陕西,商洛市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
陕西,安康市广播电视台,1、综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
陕西,延安市广播电视台,1、社会综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
陕西,咸阳市广播电视台,1、综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
四川,四川广播电视台,1、综合频道（高标清同播）,,2、文化旅游频道（高标清同播）,3、经济频道（高标清同播）,4、新闻频道（高标清同播）,5、影视文艺频道（高标清同播）,6、星空购物频道（高标清同播）,7、妇女儿童频道（高标清同播）,8、科技教育频道（高标清同播）,9、四川乡村频道（高标清同播）,10、峨嵋电影频道（高标清同播）,11、康巴藏语卫视频道（高标清同播）,,,,,,,,,,,,,
四川,阿坝藏族羌族自治州广播电视台,1、新闻综合频道（高标清同播）,,2、安多藏语综合频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
四川,眉山市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
四川,成都市广播电视台,1、新闻综合频道（高标清同播）,,2、经济资讯服务频道,3、都市生活频道,4、影视文艺频道,5、公共频道（高标清同播）,6、少儿频道,7、每日电视购物频道（高标清同播）,,,,,,,,,,,,,,,,,
四川,内江市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,3、科教频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
四川,达州市广播电视台,电视频道：,,1、新闻综合频道（高标清同播）,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
四川,泸州市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,3、科技教育频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
四川,巴中市广播电视台,电视业务：,,1、综合频道（高标清同播）,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
四川,攀枝花市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
四川,遂宁市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
四川,广安市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
四川,广元市广播电视台,1、综合频道（高标清同播）,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
四川,南充市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,3、科教频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
四川,宜宾市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
四川,资阳市广播电视台,1、综合频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,,,
四川,甘孜藏族自治州广播电视台,1、综合频道（高标清同播）,,2、文艺频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
四川,凉山彝族自治州广播电视台,1、新闻综合频道（高标清同播）,,2、彝语综合频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
四川,雅安市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
四川,绵阳市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,3、科技频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
四川,德阳市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
四川,自贡市广播电视台,1、综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
四川,乐山市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
天津,天津广播电视台,1、综合频道（高标清同播）,,2、新闻频道（高标清同播）,3、文艺频道（高标清同播）,4、影视频道（高标清同播）,5、都市频道（高标清同播）,6、体育频道（高标清同播）,7、科教频道（高标清同播）,8、少儿频道（高标清同播）,9、三佳购物频道（与河北、内蒙古电视台联办）,,,,,,,,,,,,,,,
西藏,西藏广播电视台,1、综合频道（藏语）,,2、综合频道,（汉语）,3、影视文化频道,4、经济生活服务频道（暂停播出）,,,,,,,,,,,,,,,,,,,
西藏,阿里地区广播电视台,1、综合频道（汉语、藏语共用）,,,,,,,,,,,,,,,,,,,,,,,,
西藏,拉萨市广播电视台,1、综合频道,,2、藏语综合频道,3、文化旅游频道,,,,,,,,,,,,,,,,,,,,,
西藏,那曲市广播电视台,1、综合频道（汉语、藏语共用）,,,,,,,,,,,,,,,,,,,,,,,,
西藏,林芝市广播电视台,1、综合频道（汉语、藏语共用）,,,,,,,,,,,,,,,,,,,,,,,,
西藏,昌都市广播电视台,电视业务：,,1、综合频道（汉语、藏语共用）,,,,,,,,,,,,,,,,,,,,,,
西藏,山南市广播电视台,电视业务：,,1、综合频道（汉语、藏语共用）,,,,,,,,,,,,,,,,,,,,,,
西藏,日喀则市广播电视台,电视业务：,,1、综合频道（汉语、藏语共用）,2、藏语综合频道,,,,,,,,,,,,,,,,,,,,,
新疆,新疆广播电视台,1、汉语新闻综合频道（高标清同播）,,2、维吾尔语新闻综合频道（高标清同播）,3、哈萨克语新闻综合频道（高标清同播）,4、汉语综艺频道（高标清同播）,5、维吾尔语影视频道（高标清同播）,6、哈萨克语综艺频道（高标清同播）,7、汉语经济生活频道（高标清同播）,8、维吾尔语经济生活频道（高标清同播）,9、汉语影视频道（高标清同播）,10、汉语体育健康频道（高标清同播）,11、汉语信息服务频道（高标清同播）,12、少儿频道（高标清同播）,,,,,,,,,,,,
新疆,乌鲁木齐市广播电视台,1、汉语综合频道（高标清同播）,,2、维吾尔语综合频道（高标清同播）,3、汉语影视频道,4、都市生活频道,5、旅游频道,6、妇女儿童频道,,,,,,,,,,,,,,,,,,
新疆,克拉玛依市广播电视台,1、汉语综合频道（高标清同播）,,2、维语综合频道（高标清同播）,3、汉语影视文艺频道（高标清同播）,4、维语影视文艺频道（高标清同播）,5、教育频道（高标清同播）,,,,,,,,,,,,,,,,,,,
新疆,克孜勒苏柯尔克孜自治州广播电视台,1、柯语综合频道（高标清同播）,,2、维语综合频道（高标清同播）,3、汉语综合频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
新疆,喀什地区广播电视台,1、维语综合频道（高标清同播）,,2、汉语综合频道（高标清同播）,3、科技教育频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
新疆,哈密市广播电视台,1、汉语综合频道（高标清同播）,,2、维语综合频道（高标清同播）,3、影视文艺频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
新疆,伊犁哈萨克自治州广播电视台,1、汉语综合频道（高标清同播）,,2、哈语综合频道（高标清同播）,3、维语综合频道（高标清同播）,4、汉语经济频道,,,,,,,,,,,,,,,,,,,,
兵团,新疆生产建设兵团广播电视台,1、综合频道,,,,,,,,,,,,,,,,,,,,,,,,
兵团,石河子市广播电视台,1、综合频道,,2、影视文体频道,3、经济生活频道,4、教育频道,,,,,,,,,,,,,,,,,,,,
新疆,吐鲁番市广播电视台,1、维语综合频道,,2、汉语综合频道,3、汉语影视文艺频道,,,,,,,,,,,,,,,,,,,,,
新疆,巴音郭楞蒙古自治州广播电视台,1、综合频道（高标清同播）,,2、教育频道（高标清同播）,3、蒙语综合频道（高标清同播）,4、维语综合频道（高标清同播）,,,,,,,,,,,,,,,,,,,,
新疆,博尔塔拉蒙古自治州广播电视台,1、汉语综合频道（高标清同播）,,2、蒙古语综合频道（高标清同播）,3、维吾尔语综合频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
新疆,阿勒泰地区广播电视台,1、汉语综合频道,,2、汉语城市生活频道,3、哈萨克语综合频道,,,,,,,,,,,,,,,,,,,,,
新疆,和田地区广播电视台,1、汉语综合频道,,2、汉语影视文艺频道,3、维语综合频道,4、维语影视频道,,,,,,,,,,,,,,,,,,,,
新疆,塔城地区广播电视台,1、哈语综合频道（高标清同播）,,2、汉语综合频道（高标清同播）,3、经济信息频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
新疆,阿克苏地区广播电视台,1、汉语综合频道（高标清同播）,,2、维语综合频道（高标清同播）,3、汉语文艺频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
新疆,昌吉回族自治州广播电视台,1、综合频道（高标清同播）,,2、城市生活频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
云南,云南广播电视台,1、综合频道（高标清同播）,,2、都市频道,3、娱乐频道,4、生活资讯频道,5、影视频道,6、公共频道,7、少儿频道,8、移动电视频道,仅限境外落地的频道：,1、国际频道,,,,,,,,,,,,,,
云南,昆明市广播电视台,1、新闻综合频道（高标清同播）,,2、经济生活频道,3、科学教育频道,4、文体娱乐频道,5、影视综艺频道,6、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,
云南,保山市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,3、科教频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
云南,昭通市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道,3、科教频道,,,,,,,,,,,,,,,,,,,,,
云南,德宏傣族景颇族自治州广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
云南,玉溪市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
云南,丽江市广播电视台,1、新闻综合频道,,2、公共频道,,,,,,,,,,,,,,,,,,,,,,
云南,普洱市广播电视台,1、新闻综合频道（高标清同播）,,2、公共频道（高标清同播）,3、科教频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,
云南,临沧市广播电视台,1、新闻综合频道（高标清同播）,,2、科教频道（高标清同播）,,,,,,,,,,,,,,,,,,,,,,
